carbon,hardness,formability,strength,enamelability,m,marvi,corr,jurofm,s,p,thick,width,len,bore,packing,family_TN,family_ZS,product-type_C,steel_A,steel_K,steel_M,steel_R,steel_S,steel_V,steel_W,temper_rolling_T,condition_A,condition_S,non-ageing_N,surface-finish_P,surface-quality_D,surface-quality_E,surface-quality_F,surface-quality_G,bc_Y,bf_Y,bt_Y,bw%2Fme_B,bw%2Fme_M,bl_Y,chrom_C,phos_P,cbond_Y,exptl_Y,ferro_Y,blue%2Fbright%2Fvarn%2Fclean_B,blue%2Fbright%2Fvarn%2Fclean_C,blue%2Fbright%2Fvarn%2Fclean_V,lustre_Y,shape_COIL,shape_SHEET,oil_N,oil_Y
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.4,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.30517241379310345,0.44285714285714284,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.601063829787234,0.4,1.0,0.0,0.8888888888888888,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.7058823529411764,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.6808510638297872,0.4,0.0,1.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.4,0.15614754098360656,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.08571428571428572,0.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.06914893617021277,0.01639344262295082,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.5882352941176471,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.3999344262295082,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.30517241379310345,0.8571428571428571,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.28164893617021275,0.6885245901639344,0.25,0.0,0.8888888888888888,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,0.4,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.7058823529411764,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03278688524590164,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.5294117647058824,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12207446808510637,0.8655737704918033,0.1557377049180328,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False
0.0,0.5882352941176471,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.04255319148936171,0.8,0.15614754098360656,0.0,0.8888888888888888,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.8,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.2021276595744681,0.04918032786885246,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,0.4,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.8655737704918033,0.15614754098360656,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.2021276595744681,0.8655737704918033,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12207446808510637,0.3999344262295082,0.0,0.0,0.8888888888888888,False,True,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.09574468085106382,0.34098360655737703,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.20186170212765958,0.4,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510634,0.8655737704918033,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12207446808510637,0.013114754098360656,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.4,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.04255319148936171,0.3999344262295082,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.04255319148936171,0.3999344262295082,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.4,0.15614754098360656,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531915,0.4,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.361436170212766,0.4,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510634,0.8655737704918033,0.15614754098360656,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.361436170212766,0.8655737704918033,1.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510634,0.8655737704918033,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.30517241379310345,0.8571428571428571,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.17553191489361702,0.4,0.6147540983606558,0.0,0.8888888888888888,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.24583606557377047,0.15614754098360656,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,0.8,0.0,0.0,1.0,False,True,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,0.8,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.8655737704918033,0.15614754098360656,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531915,0.3999344262295082,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.7857142857142857,0.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.22872340425531917,0.5901639344262295,0.0,0.0,0.8888888888888888,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12207446808510637,0.8,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12207446808510637,0.8655737704918033,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7875,0.3999344262295082,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12207446808510637,0.2459016393442623,0.12540983606557377,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.361436170212766,0.4,1.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.8655737704918033,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.04255319148936171,0.4,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12207446808510637,0.4,1.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.04255319148936171,0.4,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.04255319148936171,0.4,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.8235294117647058,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.4,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.4,0.8545081967213115,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.8524590163934426,1.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510634,0.4,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.5294117647058824,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.2553191489361702,0.09836065573770492,0.6147540983606558,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.09574468085106382,0.8,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.5294117647058824,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,0.4,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.3999344262295082,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.2021276595744681,0.8655737704918033,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.7857142857142857,0.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3351063829787234,0.419672131147541,0.0,0.0,0.8888888888888888,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.05714285714285714,0.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.2021276595744681,0.740983606557377,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,1.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531915,0.4,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.46808510638297873,0.4,0.8545081967213115,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,1.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.20239361702127656,0.03278688524590164,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.30517241379310345,0.7142857142857143,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,1.0,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.5294117647058824,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.4,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.7857142857142857,0.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.2021276595744681,0.5901639344262295,0.0,0.0,0.8888888888888888,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,0.9836065573770492,0.12540983606557377,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
1.0,0.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.46808510638297873,0.6557377049180327,1.0,0.0,0.8888888888888888,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.08571428571428572,0.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.2021276595744681,0.4,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.30517241379310345,0.5,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,0.3999344262295082,0.0,0.0,0.8888888888888888,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.30517241379310345,0.44285714285714284,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.601063829787234,0.4,0.0,1.0,0.8888888888888888,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531915,0.8655737704918033,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.09574468085106382,0.4,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.01622340425531915,0.3377049180327869,0.125,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.01622340425531915,0.8655737704918033,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.3617021276595745,0.4,0.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531915,0.4,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.12234042553191489,0.4,1.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.8524590163934426,0.15614754098360656,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.5882352941176471,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.09601063829787233,0.819672131147541,1.0,0.0,0.8888888888888888,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.5294117647058824,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510634,0.8655737704918033,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.361968085106383,0.4,1.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.4,1.0,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.09574468085106382,0.21967213114754097,0.6147540983606558,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.09574468085106382,0.16393442622950818,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,1.0,0.30517241379310345,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.04255319148936171,0.39344262295081966,0.12520491803278688,0.0,0.8888888888888888,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.2553191489361702,0.3999344262295082,0.0,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True
0.0,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531915,0.09836065573770492,0.15614754098360656,0.0,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
0.0,0.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.09601063829787233,0.4,0.15614754098360656,0.0,0.8888888888888888,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True
